stimulus,button_pressed,trial_type,trial_index,time_elapsed,internal_node_id,condition,pointvals_firsthalf,subjID,gender,age,dob,dot,language,turkID,animation_sequence,responses,key_press,earnedThis,earnedCumulative,posttest
,0,html-button-response,10,104176,0.0-6.0-0.2,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,11,105681,0.0-6.0-1.2,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,6,
,3,html-button-response,12,107168,0.0-6.0-0.3,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,13,108674,0.0-6.0-1.3,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,12,
,2,html-button-response,14,109734,0.0-6.0-0.4,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,15,111239,0.0-6.0-1.4,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,14,
,3,html-button-response,16,116835,0.0-6.0-0.5,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,17,118342,0.0-6.0-1.5,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,20,
,1,html-button-response,18,119478,0.0-6.0-0.6,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/1star.wav,,audio-keyboard-response,19,120984,0.0-6.0-1.6,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,1,21,
,0,html-button-response,20,122436,0.0-6.0-0.7,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,21,123941,0.0-6.0-1.7,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,24,
,2,html-button-response,22,125179,0.0-6.0-0.8,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,23,126685,0.0-6.0-1.8,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,26,
,3,html-button-response,24,127428,0.0-6.0-0.9,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,25,128934,0.0-6.0-1.9,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,32,
,0,html-button-response,26,129687,0.0-6.0-0.10,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,27,131192,0.0-6.0-1.10,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,35,
,1,html-button-response,28,132367,0.0-6.0-0.11,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/1star.wav,,audio-keyboard-response,29,133873,0.0-6.0-1.11,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,1,36,
,2,html-button-response,30,134755,0.0-6.0-0.12,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,31,136262,0.0-6.0-1.12,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,38,
,3,html-button-response,32,137501,0.0-6.0-0.13,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,33,139007,0.0-6.0-1.13,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,44,
,0,html-button-response,34,140156,0.0-6.0-0.14,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,35,141664,0.0-6.0-1.14,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,47,
,2,html-button-response,36,145687,0.0-6.0-0.15,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,37,147192,0.0-6.0-1.15,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,49,
,1,html-button-response,38,148164,0.0-6.0-0.16,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/1star.wav,,audio-keyboard-response,39,149669,0.0-6.0-1.16,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,1,50,
,3,html-button-response,40,150954,0.0-6.0-0.17,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,41,152460,0.0-6.0-1.17,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,56,
,0,html-button-response,42,154323,0.0-6.0-0.18,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,43,155829,0.0-6.0-1.18,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,59,
,2,html-button-response,44,156704,0.0-6.0-0.19,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,45,158211,0.0-6.0-1.19,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,61,
,1,html-button-response,46,159153,0.0-6.0-0.20,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/1star.wav,,audio-keyboard-response,47,160659,0.0-6.0-1.20,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,1,62,
,3,html-button-response,48,162490,0.0-6.0-0.21,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,49,163997,0.0-6.0-1.21,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,68,
,0,html-button-response,50,165249,0.0-6.0-0.22,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,51,166755,0.0-6.0-1.22,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,71,
,2,html-button-response,52,168296,0.0-6.0-0.23,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,53,169802,0.0-6.0-1.23,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,73,
,0,html-button-response,54,171762,0.0-6.0-0.24,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,55,173271,0.0-6.0-1.24,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,76,
,3,html-button-response,56,174173,0.0-6.0-0.25,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,57,175680,0.0-6.0-1.25,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,82,
,2,html-button-response,58,177898,0.0-6.0-0.26,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,59,179403,0.0-6.0-1.26,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,84,
,0,html-button-response,60,180897,0.0-6.0-0.27,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,61,182402,0.0-6.0-1.27,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,87,
,3,html-button-response,62,183623,0.0-6.0-0.28,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,63,185128,0.0-6.0-1.28,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,93,
,0,html-button-response,64,206525,0.0-6.0-0.29,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,65,208030,0.0-6.0-1.29,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,96,
,3,html-button-response,66,208672,0.0-6.0-0.30,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,67,210178,0.0-6.0-1.30,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,102,
,0,html-button-response,68,211296,0.0-6.0-0.31,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,69,212803,0.0-6.0-1.31,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,105,
,1,html-button-response,70,213409,0.0-6.0-0.32,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/1star.wav,,audio-keyboard-response,71,214916,0.0-6.0-1.32,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,1,106,
,3,html-button-response,72,215662,0.0-6.0-0.33,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,73,217169,0.0-6.0-1.33,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,112,
,3,html-button-response,74,218667,0.0-6.0-0.34,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,75,220175,0.0-6.0-1.34,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,118,
,2,html-button-response,76,220818,0.0-6.0-0.35,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,77,222324,0.0-6.0-1.35,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,120,
,0,html-button-response,78,222841,0.0-6.0-0.36,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,79,224346,0.0-6.0-1.36,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,123,
,0,html-button-response,80,225287,0.0-6.0-0.37,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,81,226793,0.0-6.0-1.37,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,126,
,2,html-button-response,82,227670,0.0-6.0-0.38,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,83,229175,0.0-6.0-1.38,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,128,
,3,html-button-response,84,229856,0.0-6.0-0.39,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,85,231361,0.0-6.0-1.39,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,134,
,1,html-button-response,86,232985,0.0-7.0-0.0,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/8star.wav,,audio-keyboard-response,87,234492,0.0-7.0-1.0,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,8,142,
,3,html-button-response,88,235615,0.0-7.0-0.1,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,89,237122,0.0-7.0-1.1,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,148,
,0,html-button-response,90,238757,0.0-7.0-0.2,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,91,240262,0.0-7.0-1.2,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,151,
,2,html-button-response,92,243191,0.0-7.0-0.3,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,93,244697,0.0-7.0-1.3,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,153,
,3,html-button-response,94,245437,0.0-7.0-0.4,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,95,246942,0.0-7.0-1.4,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,159,
,0,html-button-response,96,248326,0.0-7.0-0.5,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,97,249831,0.0-7.0-1.5,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,162,
,2,html-button-response,98,250962,0.0-7.0-0.6,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,99,252469,0.0-7.0-1.6,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,164,
,3,html-button-response,100,253016,0.0-7.0-0.7,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,101,254523,0.0-7.0-1.7,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,170,
,0,html-button-response,102,256622,0.0-7.0-0.8,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,103,258127,0.0-7.0-1.8,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,173,
,3,html-button-response,104,258985,0.0-7.0-0.9,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,105,260490,0.0-7.0-1.9,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,179,
,0,html-button-response,106,261459,0.0-7.0-0.10,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,107,262965,0.0-7.0-1.10,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,182,
,2,html-button-response,108,264668,0.0-7.0-0.11,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,109,266173,0.0-7.0-1.11,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,184,
,1,html-button-response,110,268713,0.0-7.0-0.12,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/8star.wav,,audio-keyboard-response,111,270220,0.0-7.0-1.12,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,8,192,
,1,html-button-response,112,278936,0.0-7.0-0.13,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/8star.wav,,audio-keyboard-response,113,280453,0.0-7.0-1.13,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,8,200,
,2,html-button-response,114,282744,0.0-7.0-0.14,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,115,284250,0.0-7.0-1.14,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,202,
,3,html-button-response,116,284978,0.0-7.0-0.15,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,117,286484,0.0-7.0-1.15,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,208,
,0,html-button-response,118,290143,0.0-7.0-0.16,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,119,291648,0.0-7.0-1.16,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,211,
,3,html-button-response,120,292404,0.0-7.0-0.17,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,121,293909,0.0-7.0-1.17,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,217,
,1,html-button-response,122,294584,0.0-7.0-0.18,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/8star.wav,,audio-keyboard-response,123,296091,0.0-7.0-1.18,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,8,225,
,2,html-button-response,124,297244,0.0-7.0-0.19,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,125,298750,0.0-7.0-1.19,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,227,
,0,html-button-response,126,299394,0.0-7.0-0.20,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,127,300900,0.0-7.0-1.20,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,230,
,3,html-button-response,128,302861,0.0-7.0-0.21,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,129,304366,0.0-7.0-1.21,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,236,
,1,html-button-response,130,305604,0.0-7.0-0.22,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/8star.wav,,audio-keyboard-response,131,307110,0.0-7.0-1.22,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,8,244,
,0,html-button-response,132,308962,0.0-7.0-0.23,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,133,310467,0.0-7.0-1.23,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,247,
,3,html-button-response,134,310968,0.0-7.0-0.24,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,135,312474,0.0-7.0-1.24,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,253,
,1,html-button-response,136,313036,0.0-7.0-0.25,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/8star.wav,,audio-keyboard-response,137,314543,0.0-7.0-1.25,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,8,261,
,2,html-button-response,138,315446,0.0-7.0-0.26,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,139,316956,0.0-7.0-1.26,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,263,
,1,html-button-response,140,317630,0.0-7.0-0.27,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/8star.wav,,audio-keyboard-response,141,319136,0.0-7.0-1.27,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,8,271,
,3,html-button-response,142,320223,0.0-7.0-0.28,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,143,321728,0.0-7.0-1.28,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,277,
,0,html-button-response,144,323112,0.0-7.0-0.29,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,145,324617,0.0-7.0-1.29,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,280,
,1,html-button-response,146,341131,0.0-7.0-0.30,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/8star.wav,,audio-keyboard-response,147,342637,0.0-7.0-1.30,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,8,288,
,2,html-button-response,148,345087,0.0-7.0-0.31,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,149,346594,0.0-7.0-1.31,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,290,
,0,html-button-response,150,348562,0.0-7.0-0.32,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,151,350068,0.0-7.0-1.32,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,293,
,3,html-button-response,152,350780,0.0-7.0-0.33,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,153,352285,0.0-7.0-1.33,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,299,
,2,html-button-response,154,353146,0.0-7.0-0.34,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/2star.wav,,audio-keyboard-response,155,354652,0.0-7.0-1.34,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,2,301,
,3,html-button-response,156,355447,0.0-7.0-0.35,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,157,356956,0.0-7.0-1.35,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,307,
,1,html-button-response,158,357803,0.0-7.0-0.36,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/8star.wav,,audio-keyboard-response,159,359309,0.0-7.0-1.36,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,8,315,
,0,html-button-response,160,363413,0.0-7.0-0.37,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/3star.wav,,audio-keyboard-response,161,364919,0.0-7.0-1.37,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,3,318,
,3,html-button-response,162,365643,0.0-7.0-0.38,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
sound/6star.wav,,audio-keyboard-response,163,367150,0.0-7.0-1.38,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,null,6,324,
,0,html-button-response,164,368093,0.0-7.0-0.39,dynamic,"3,1,2,6",S011,M,10,20/10/2008,10/5/19,English,C243070,,,,,,
