"subjID","age","dob","gender","language","condition","trial_type","trial_index","stimulus","pointvals_firsthalf","button_pressed","earnedThis","earnedCumulative","posttest","responses","time_elapsed","group","highestVal","highestValLag","exploit","explore","earnedPrev","same","switch","status","time"
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",64,"sound/6star.wav",1263,NA,6,158,NA,NA,152307,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",66,"sound/6star.wav",1263,NA,6,164,NA,NA,155699,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",68,"sound/6star.wav",1263,NA,6,170,NA,NA,162050,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",70,"sound/6star.wav",1263,NA,6,176,NA,NA,166131,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",72,"sound/6star.wav",1263,NA,6,182,NA,NA,168683,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",74,"sound/6star.wav",1263,NA,6,188,NA,NA,175934,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",76,"sound/6star.wav",1263,NA,6,194,NA,NA,182462,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",78,"sound/6star.wav",1263,NA,6,200,NA,NA,185416,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",80,"sound/2star.wav",1263,NA,2,202,NA,NA,187174,"adult",6,6,0,1,6,0,1,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",82,"sound/6star.wav",1263,NA,6,208,NA,NA,191916,"adult",6,6,1,0,2,0,1,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",84,"sound/6star.wav",1263,NA,6,214,NA,NA,197183,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",86,"sound/6star.wav",1263,NA,6,220,NA,NA,199615,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",88,"sound/6star.wav",1263,NA,6,226,NA,NA,202462,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",90,"sound/6star.wav",1263,NA,6,232,NA,NA,206049,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",92,"sound/6star.wav",1263,NA,6,238,NA,NA,209353,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",94,"sound/6star.wav",1263,NA,6,244,NA,NA,214513,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",96,"sound/6star.wav",1263,NA,6,250,NA,NA,226439,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",98,"sound/6star.wav",1263,NA,6,256,NA,NA,234024,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",100,"sound/6star.wav",1263,NA,6,262,NA,NA,241754,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",102,"sound/6star.wav",1263,NA,6,268,NA,NA,248381,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",104,"sound/6star.wav",1263,NA,6,274,NA,NA,250811,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",106,"sound/6star.wav",1263,NA,6,280,NA,NA,255959,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",108,"sound/6star.wav",1263,NA,6,286,NA,NA,259226,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",110,"sound/6star.wav",1263,NA,6,292,NA,NA,264403,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",112,"sound/6star.wav",1263,NA,6,298,NA,NA,269263,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",114,"sound/6star.wav",1263,NA,6,304,NA,NA,275827,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",116,"sound/6star.wav",1263,NA,6,310,NA,NA,279151,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",118,"sound/6star.wav",1263,NA,6,316,NA,NA,283706,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",120,"sound/6star.wav",1263,NA,6,322,NA,NA,288682,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",122,"sound/6star.wav",1263,NA,6,328,NA,NA,293211,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",124,"sound/6star.wav",1263,NA,6,334,NA,NA,299230,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",126,"sound/6star.wav",1263,NA,6,340,NA,NA,304449,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",128,"sound/6star.wav",1263,NA,6,346,NA,NA,307760,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",130,"sound/6star.wav",1263,NA,6,352,NA,NA,310519,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",132,"sound/2star.wav",1263,NA,2,354,NA,NA,314109,"adult",6,6,0,1,6,0,1,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",134,"sound/3star.wav",1263,NA,3,357,NA,NA,316677,"adult",6,6,0,1,2,0,1,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",136,"sound/6star.wav",1263,NA,6,363,NA,NA,319580,"adult",6,6,1,0,3,0,1,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",138,"sound/6star.wav",1263,NA,6,369,NA,NA,322855,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",140,"sound/6star.wav",1263,NA,6,375,NA,NA,327490,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",142,"sound/6star.wav",1263,NA,6,381,NA,NA,332383,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",144,"sound/6star.wav",1263,NA,6,387,NA,NA,335309,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",146,"sound/6star.wav",1263,NA,6,393,NA,NA,340693,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",148,"sound/6star.wav",1263,NA,6,399,NA,NA,343743,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",150,"sound/6star.wav",1263,NA,6,405,NA,NA,346412,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",152,"sound/6star.wav",1263,NA,6,411,NA,NA,350493,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",154,"sound/6star.wav",1263,NA,6,417,NA,NA,353833,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",156,"sound/6star.wav",1263,NA,6,423,NA,NA,358036,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",158,"sound/6star.wav",1263,NA,6,429,NA,NA,360218,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",160,"sound/6star.wav",1263,NA,6,435,NA,NA,365415,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",162,"sound/6star.wav",1263,NA,6,441,NA,NA,371127,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",164,"sound/6star.wav",1263,NA,6,447,NA,NA,374153,"adult",6,6,1,0,6,1,0,0,80
"C106540",19,"7/30/99","Female","English","dynamic","audio-keyboard-response",166,"sound/6star.wav",1263,NA,6,453,NA,NA,377773,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",8,"sound/2star.wav",3621,NA,2,2,NA,NA,64514,"adult",2,NA,1,0,NA,NA,NA,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",10,"sound/1star.wav",3621,NA,1,3,NA,NA,67404,"adult",2,2,0,1,2,0,1,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",12,"sound/6star.wav",3621,NA,6,9,NA,NA,69565,"adult",6,2,1,0,1,0,1,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",14,"sound/6star.wav",3621,NA,6,15,NA,NA,71956,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",16,"sound/6star.wav",3621,NA,6,21,NA,NA,73825,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",18,"sound/6star.wav",3621,NA,6,27,NA,NA,75896,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",20,"sound/6star.wav",3621,NA,6,33,NA,NA,77795,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",22,"sound/6star.wav",3621,NA,6,39,NA,NA,79855,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",24,"sound/6star.wav",3621,NA,6,45,NA,NA,82200,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",26,"sound/6star.wav",3621,NA,6,51,NA,NA,84155,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",28,"sound/6star.wav",3621,NA,6,57,NA,NA,86226,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",30,"sound/6star.wav",3621,NA,6,63,NA,NA,88305,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",32,"sound/6star.wav",3621,NA,6,69,NA,NA,90166,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",34,"sound/3star.wav",3621,NA,3,72,NA,NA,92065,"adult",6,6,0,1,6,0,1,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",36,"sound/6star.wav",3621,NA,6,78,NA,NA,93950,"adult",6,6,1,0,3,0,1,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",38,"sound/6star.wav",3621,NA,6,84,NA,NA,95715,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",40,"sound/6star.wav",3621,NA,6,90,NA,NA,97695,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",42,"sound/6star.wav",3621,NA,6,96,NA,NA,99705,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",44,"sound/6star.wav",3621,NA,6,102,NA,NA,101746,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",46,"sound/6star.wav",3621,NA,6,108,NA,NA,103787,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",48,"sound/6star.wav",3621,NA,6,114,NA,NA,105913,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",50,"sound/6star.wav",3621,NA,6,120,NA,NA,107705,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",52,"sound/6star.wav",3621,NA,6,126,NA,NA,109372,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",54,"sound/6star.wav",3621,NA,6,132,NA,NA,111001,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",56,"sound/6star.wav",3621,NA,6,138,NA,NA,112925,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",58,"sound/6star.wav",3621,NA,6,144,NA,NA,114745,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",60,"sound/6star.wav",3621,NA,6,150,NA,NA,116667,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",62,"sound/6star.wav",3621,NA,6,156,NA,NA,118493,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",64,"sound/6star.wav",3621,NA,6,162,NA,NA,120436,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",66,"sound/6star.wav",3621,NA,6,168,NA,NA,122395,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",68,"sound/6star.wav",3621,NA,6,174,NA,NA,124295,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",70,"sound/6star.wav",3621,NA,6,180,NA,NA,126135,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",72,"sound/6star.wav",3621,NA,6,186,NA,NA,127975,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",74,"sound/6star.wav",3621,NA,6,192,NA,NA,129915,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",76,"sound/6star.wav",3621,NA,6,198,NA,NA,131845,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",78,"sound/6star.wav",3621,NA,6,204,NA,NA,133735,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",80,"sound/6star.wav",3621,NA,6,210,NA,NA,135523,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",82,"sound/6star.wav",3621,NA,6,216,NA,NA,137313,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",84,"sound/6star.wav",3621,NA,6,222,NA,NA,139438,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",86,"sound/6star.wav",3621,NA,6,228,NA,NA,141383,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",88,"sound/6star.wav",3621,NA,6,234,NA,NA,143373,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",90,"sound/6star.wav",3621,NA,6,240,NA,NA,145293,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",92,"sound/6star.wav",3621,NA,6,246,NA,NA,147243,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",94,"sound/6star.wav",3621,NA,6,252,NA,NA,149133,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",96,"sound/6star.wav",3621,NA,6,258,NA,NA,151043,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",98,"sound/6star.wav",3621,NA,6,264,NA,NA,152916,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",100,"sound/6star.wav",3621,NA,6,270,NA,NA,154953,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",102,"sound/6star.wav",3621,NA,6,276,NA,NA,156803,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",104,"sound/6star.wav",3621,NA,6,282,NA,NA,158653,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",106,"sound/6star.wav",3621,NA,6,288,NA,NA,160564,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",108,"sound/6star.wav",3621,NA,6,294,NA,NA,162756,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",110,"sound/6star.wav",3621,NA,6,300,NA,NA,164695,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",112,"sound/6star.wav",3621,NA,6,306,NA,NA,166634,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",114,"sound/6star.wav",3621,NA,6,312,NA,NA,168673,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",116,"sound/6star.wav",3621,NA,6,318,NA,NA,170533,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",118,"sound/6star.wav",3621,NA,6,324,NA,NA,172353,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",120,"sound/6star.wav",3621,NA,6,330,NA,NA,174153,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",122,"sound/6star.wav",3621,NA,6,336,NA,NA,175893,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",124,"sound/6star.wav",3621,NA,6,342,NA,NA,177583,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",126,"sound/6star.wav",3621,NA,6,348,NA,NA,179236,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",128,"sound/6star.wav",3621,NA,6,354,NA,NA,180995,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",130,"sound/6star.wav",3621,NA,6,360,NA,NA,182805,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",132,"sound/6star.wav",3621,NA,6,366,NA,NA,184516,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",134,"sound/6star.wav",3621,NA,6,372,NA,NA,186355,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",136,"sound/6star.wav",3621,NA,6,378,NA,NA,188157,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",138,"sound/6star.wav",3621,NA,6,384,NA,NA,190186,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",140,"sound/6star.wav",3621,NA,6,390,NA,NA,191902,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",142,"sound/6star.wav",3621,NA,6,396,NA,NA,193626,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",144,"sound/6star.wav",3621,NA,6,402,NA,NA,195345,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",146,"sound/6star.wav",3621,NA,6,408,NA,NA,197158,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",148,"sound/6star.wav",3621,NA,6,414,NA,NA,199305,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",150,"sound/6star.wav",3621,NA,6,420,NA,NA,201215,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",152,"sound/6star.wav",3621,NA,6,426,NA,NA,203015,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",154,"sound/6star.wav",3621,NA,6,432,NA,NA,204975,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",156,"sound/6star.wav",3621,NA,6,438,NA,NA,206705,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",158,"sound/6star.wav",3621,NA,6,444,NA,NA,208541,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",160,"sound/6star.wav",3621,NA,6,450,NA,NA,210253,"adult",6,6,1,0,6,1,0,0,80
"C108472",27,"10/24/91","Male","English","dynamic","audio-keyboard-response",162,"sound/6star.wav",3621,NA,6,456,NA,NA,212055,"adult",6,6,1,0,6,1,0,0,80
